,pmid,journal,journal_abbrv,pub_year,institution
1114,22645313,Molecular and cellular biology,Mol Cell Biol,2012,"Department of Microbiology and Immunobiology, Harvard Medical School, Boston, Massachusetts, USA."
1115,22643917,Human genetics,Hum Genet,2012,"Department of Genetics and Genomic Sciences, Mount Sinai School of Medicine, New York, NY 10029, USA. christelle.borel@mssm.edu"
1116,22627753,Revista de neurologia,Rev Neurol,2012,
1117,22614175,International journal of molecular medicine,Int J Mol Med,2012,"Sooam Biotech Research Foundation, Guro-gu, Seoul 152-904, Republic                     of Korea."
1118,22589186,Proteomics,Proteomics,2012,"DTDD Division, CSIR-Central Drug Research Institute, Lucknow, Uttar Pradesh, India."
1119,22566713,Journal of child neurology,J Child Neurol,2013,"Division of Clinical and Metabolic Genetics, Hospital for Sick Children, University of Toronto, Toronto, Ontario, Canada."
1120,22560727,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society,Eur J Paediatr Neurol,2012,"Department of Molecular Pharmacology and Physiology, University of South Florida, Tampa, FL, USA."
1121,22553330,Journal of virology,J Virol,2012,"Division of Infectious Diseases, Brigham and Women's Hospital, Boston, MA, USA."
1122,22552181,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society,Eur J Paediatr Neurol,2012,
1123,22549709,Seminars in reproductive medicine,Semin Reprod Med,2012,"Institute of Molecular Medicine and Genetics, Medical College of Georgia, Georgia Health Sciences University, Augusta, GA 30912, USA. aeroglu@georgiahealth.edu"
1124,22529396,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,2012,"Department of Developmental Biology and Cancer Research, Institute of Medical Research Israel-Canada,  Hebrew University Hadassah Medical School, Jerusalem 91120,  Israel."
1125,22525571,Neurobiology of disease,Neurobiol Dis,2012,"Department of Biological Science, University of Southern California, Los Angeles, CA, USA."
1126,22523589,PloS one,PLoS One,2012,"Division of Genetics and Development, Toronto Western Research Institute, University Health Network, Toronto, Ontario, Canada."
1127,22496793,PloS one,PLoS One,2012,"Department of Biochemistry and Molecular Biology, George Washington University, Washington, District of Columbia, United States of America. bcmmxw@gwumc.edu"
1128,22494082,Developmental neurorehabilitation,Dev Neurorehabil,2012,"Behavioural Science Institute, Radboud University Nijmegen, Nijmegen, The Netherlands. m.radstaake@pwo.ru.nl"
1129,22494076,Pediatrics international : official journal of the Japan Pediatric Society,Pediatr Int,2012,"University of Washington School of Medicine, Seattle Children's Research Institute, C9S, 1900 9th Avenue, Seattle, WA 98101, USA."
1130,22493002,Human molecular genetics,Hum Mol Genet,2012,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, USA."
1131,22440525,Current opinion in neurobiology,Curr Opin Neurobiol,2012,"McGovern Institute for Brain Research, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA 02139, USA."
1132,22426236,The Journal of molecular diagnostics : JMD,J Mol Diagn,2012,"Emory Genetics Laboratory, Department of Human Genetics, Emory University School of Medicine, Atlanta, GA, USA."
1133,22406156,"Anales de pediatria (Barcelona, Spain : 2003)",An Pediatr (Barc),2012,"Sección Neuropediatría, Hospital Universitario Miguel Servet, Zaragoza, España."
1134,22381732,Biological psychiatry,Biol Psychiatry,2012,"Center for Neural Science, New York University, New York, New York, USA."
1135,22371603,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,2012,"Department of Biology, University of Texas at San Antonio, San Antonio, TX 78249, USA."
1136,22342448,European journal of medical genetics,Eur J Med Genet,2012,"Department of Clinical and Experimental Epilepsy, UCL Institute of Neurology, University College London, Queen Square, London, UK."
1137,22341959,Epilepsy & behavior : E&B,Epilepsy Behav,2012,"Boston University, Neurology Department, C-3, Boston, MA 02118, USA."
1138,22331910,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,2012,"Department of Molecular Genetics and Microbiology, University of Florida College of Medicine, Gainesville, FL 32610, USA."
1139,22302102,Acta neuropathologica,Acta Neuropathol,2012,"Department of Pathology and Laboratory Medicine, Center for Neurodegenerative Disease Research (CNDR), University of Pennsylvania Health System, 3400 Spruce St, Philadelphia, PA 19104, USA."
1140,22296525,Developmental neurorehabilitation,Dev Neurorehabil,2012,"Ossining High School, New York, USA."
1141,22292817,Expert review of proteomics,Expert Rev Proteomics,2012,
1142,22270025,Nature reviews. Neurology,Nat Rev Neurol,2012,
1143,22242001,PLoS genetics,PLoS Genet,2011,"Department of Molecular Genetics and Microbiology, University of Florida College of Medicine, Gainesville, Florida, United States of America."
1144,22215440,Human molecular genetics,Hum Mol Genet,2012,"Cellular and Molecular Neuroscience Laboratory, National Brain Research Centre, Manesar, Gurgaon 122 050, India."
1145,25048091,"MicroRNA (Shariqah, United Arab Emirates)",Microrna,2012,"Department of Biology University of Western Ontario 1151 Richmond st. London, Ontario Canada (N6A 5B8)."
1146,22190039,Nature,Nature,2011,"Department of Cell and Molecular Physiology, University of North Carolina School of Medicine, Chapel Hill, North Carolina 27599, USA."
1147,22190038,Nature,Nature,2011,
1148,22178256,European journal of medical genetics,Eur J Med Genet,2012,"A C Camargo Cancer Hospital, São Paulo, Brazil."
1149,22174738,PloS one,PLoS One,2011,"Department of Molecular Pharmacology and Physiology, University of South Florida, Tampa, Florida, United States of America."
1150,22156770,Human molecular genetics,Hum Mol Genet,2012,"Graduate School of Life and Environmental Sciences, University of Tsukuba, Ibaraki 305-8577, Japan."
1151,22152151,Molecular autism,Mol Autism,2011,"Medical Microbiology and Immunology, Genome Center, and Medical Institute of Neurodevelopmental Disorders, One Shields Avenue, University of California, Davis, Davis, CA 95616, USA. jmlasalle@ucdavis.edu."
1152,22142420,Journal of intellectual disability research : JIDR,J Intellect Disabil Res,2013,"Christ's College, University of Cambridge, UK."
1153,22131424,The Journal of neuroscience : the official journal of the Society for Neuroscience,J Neurosci,2011,"Center for Neural Science, New York University, New York, New York 10003, USA."
1154,22123427,Journal of child neurology,J Child Neurol,2012,"Human Genetics Laboratories, University of Nebraska Medical Center and the Munroe-Meyer Institute for Genetics and Rehabilitation, Omaha, NE 68198-5440, USA. jsanmann@unmc.edu"
1155,22065487,American journal of medical genetics. Part A,Am J Med Genet A,2011,"Unité Fonctionnelle de Génétique Médicale AP-HP, Département de Génétique et Cytogénétique, Centre de Référence «Déficiences Intellectuelles de Causes Rares», Groupe Hospitalier CRicm, UMR-S975 (Ex-U679), Pitié-Salpêtrière, Paris, France. juliette.piard@gmail.com"
1156,22044653,Journal of intellectual disability research : JIDR,J Intellect Disabil Res,2012,"Sleep Disorders Program, Department of Neurology, Vanderbilt University Medical Center, Nashville, TN 37232-2551, USA. suzgoldman@gmail.com"
1157,22043168,Current genomics,Curr Genomics,2011,"Departments of Psychiatry & Behavioral Sciences and Pediatrics, Kansas University Medical Center, Kansas City, Kansas, USA."
1158,22037482,Gene,Gene,2012,"Molecular Genetics Laboratory, National Institute of Immunology, Aruna Asaf Ali Marg, New Delhi-110067, India. leena.rawal7@gmail.com"
1159,22002941,American journal of medical genetics. Part A,Am J Med Genet A,2011,"NIH Rare Diseases Clinical Research Network-Angelman, Rett, & Prader-Willi Syndromes Consortium, USA. lbird@rchsd.org"
1160,21977908,Genetic testing and molecular biomarkers,Genet Test Mol Biomarkers,2012,"Department of Psychiatry and Behavioral Sciences and Pediatrics, University of Kansas Medical Center, Kansas City, Kansas 66160, USA."
1161,21974935,Science translational medicine,Sci Transl Med,2011,"Beth Israel Deaconess Medical Center, Departments of Pathology and Neurology, Harvard Medical School, Boston, MA 02215, USA."
1162,21964995,American journal of medical genetics. Part A,Am J Med Genet A,2011,"Department of Medical Genetics, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, Uttar Pradesh, India."
1163,21964919,Brain : a journal of neurology,Brain,2011,"Dominick P. Purpura Department of Neuroscience, Rose F. Kennedy Centre, Albert Einstein College of Medicine, Bronx, NY 10461, USA."
1164,21961367,Ginecologia y obstetricia de Mexico,Ginecol Obstet Mex,2010,"Laboratorio Diagen, Centro Médico ABC, México, DF. pgrether@diagen.com.mx"
1165,21948012,Revista de neurologia,Rev Neurol,2011,"Servicio de Neurología, Complexo Hospitalario Universitario de Santiago de Compostela, Santiago de Compostela, A Coruña, España. manuel.arias@usc.es"
1166,21947926,Journal of biomolecular NMR,J Biomol NMR,2011,"Ontario Cancer Institute, Campbell Family Cancer Research Institute and Department of Medical Biophysics, University of Toronto, and Northeast Structural Genomics Consortium, 101 College Street, Toronto, ON M5G 1L7, Canada."
1167,21889609,The Journal of molecular diagnostics : JMD,J Mol Diagn,2011,"Graduate Institutes of Clinical Genomics, National Taiwan University Hospital, Taipei, Taiwan."
1168,21865124,Epileptic disorders : international epilepsy journal with videotape,Epileptic Disord,2011,"Department of Neonatology, CHU de Saint-Etienne, Saint Etienne, France. stephane.darteyre@chu-st-etienne.fr"
1169,21861846,Cell biology international,Cell Biol Int,2012,"Department of Biological Science, Gachon University of Medicine and Science, Yeonsugu, Incheon, Republic of Korea."
1170,21854386,Journal of forensic sciences,J Forensic Sci,2012,"Forensic Science South Australia-Pathology, Adelaide, South Australia 5000, Australia. jherbst@med.umich.edu"
1171,21840925,Human molecular genetics,Hum Mol Genet,2011,"Department of Medical Microbiology and Immunology, Genome Center, University of California Davis School of Medicine, One Shields Avenue, Davis, CA 95616, USA. dhyasui@ucdavis.edu"
1172,21837357,International journal of molecular medicine,Int J Mol Med,2011,"College of Veterinary Medicine, Chungbuk National University, Cheongju, Chungbuk, Republic of Korea."
1173,21831244,"Journal of child psychology and psychiatry, and allied disciplines",J Child Psychol Psychiatry,2012,"Departments of Pediatrics Psychiatry, Vanderbilt University, Nashville, TN, USA. sarika.u.peters@vanderbilt.edu"
1174,21827860,NeuroImage,Neuroimage,2012,"Department of Pediatrics, Children's Hospital of Michigan, Wayne State University, Detroit, MI 48201, United States."
1175,21812100,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",Am J Med Genet B Neuropsychiatr Genet,2011,"Department of Pediatrics, Hokkaido University Graduate School of Medicine, Sapporo, Japan."
1176,21810643,Archives of general psychiatry,Arch Gen Psychiatry,2011,"The Scripps Research Institute, Scripps Translational Science Institute, 3344 N Torrey Pines Court, La Jolla, CA 92037, USA. nschork@scripps.edu"
1177,21801274,Paediatric anaesthesia,Paediatr Anaesth,2012,"Anesthesiology and Pediatrics, Vanderbilt University Medical Center, Nashville, TN, USA. ira.landsman@vanderbilt.edu"
1178,21789598,Journal of neurodevelopmental disorders,J Neurodev Disord,2011,"Laboratory of Integrative Bioscience, Graduate School of Biomedical Sciences, Hiroshima University, 1-2-3 Kasumi, Minami, Hiroshima, 734-8553, Japan, takumi@hiroshima-u.ac.jp."
1179,21764293,Current opinion in genetics & development,Curr Opin Genet Dev,2011,"Department of Molecular Neuro-Oncology, The Rockefeller University, 1230 York Ave., New York, NY 10065, USA. darneje@rockefeller.edu"
1180,21735174,Human genetics,Hum Genet,2012,"Division of Pediatrics, Dokkyo University Koshigaya Hospital, 2-1-50 Minami Koshigaya, Koshigaya, Saitama 343-8555, Japan. saka343@dokkyomed.ac.jp"
1181,21733131,Pigment cell & melanoma research,Pigment Cell Melanoma Res,2011,"School of Biological Sciences, Nanyang Technological University, Singapore."
1182,22977570,Experimental and therapeutic medicine,Exp Ther Med,2011,"Center for Reproductive Medicine, Department of Obstetrics and Gynecology, Nanfang Hospital, and."
1183,21688347,Developmental dynamics : an official publication of the American Association of Anatomists,Dev Dyn,2011,"Epilepsy Research Laboratory, Department of Neurological Surgery, University of California, San Francisco, San Francisco, California 94143, USA."
1184,21659337,Human molecular genetics,Hum Mol Genet,2011,"Department of Molecular Genetics and Microbiology, University of Florida College of Medicine, PO Box 100266, Gainesville, FL 32610-0266, USA."
1185,21648055,"Birth defects research. Part A, Clinical and molecular teratology",Birth Defects Res A Clin Mol Teratol,2011,"Department of Molecular Biomedical Sciences and Center for Comparative Medicine and Translational Research, North Carolina State University, 4700 Hillsborough Street, Raleigh, NC 27606, USA. Jorge_piedrahita@ncsu.edu"
